Simulated,Obsereved
312.562,430.2175976
269.943252,428.5637243
266.633772,426.9131959
312.562,425.2789154
312.562,423.6679299
256.558244,422.076271
312.562,420.5206632
308.8848,418.9778708
286.8216,417.4469167
286.8216,415.9417148
286.8216,414.4504228
275.79,412.9966597
245.048608,411.571934
234.752448,410.1644037
272.1128,408.7665246
226.33166,407.3795046
257.404,406.0179408
257.404,404.6801727
257.404,403.3694875
228.758612,402.0713219
241.04046,400.7773891
272.1128,399.5001212
272.1128,398.2497257
234.090552,397.0221228
232.288724,395.8098501
257.404,394.6154837
257.404,393.4340242
257.404,392.2442164
257.404,391.0857521
269.3549,643.0245069
291.528416,730.2129209
282.40896,476.0386055
274.68684,386.6411798
274.576524,385.5895637
297.8532,384.5426252
312.562,383.5058109
289.064692,382.4710365
312.562,381.4432478
312.562,380.4272696
279.09948,379.4151686
257.404,378.414729
250.0496,377.4189354
246.3724,376.4433284
265.420296,375.4787016
231.6636,374.527218
254.82996,373.5809126
250.270232,372.650293
244.5338,371.7429982
235.487888,370.835201
220.632,369.9238503
218.719856,369.0346108
212.137668,368.1538946
213.2776,367.2774985
209.6004,366.4124699
209.6004,365.5556983
202.246,364.7160643
202.246,363.8786788
198.20108,363.0501442
191.655664,362.2285656
190.037696,361.4202752
186.06632,360.6266356
190.221556,359.8307773
187.059164,359.0445963
180.1828,358.2588005
186.323724,357.4679437
176.5056,356.695468
176.5056,355.9417567
165.474,355.1995281
156.281,354.4475032
154.4424,353.6974923
150.7652,352.9754802
172.865172,352.2687107
145.2494,351.5538908
145.2494,350.8364372
143.447572,350.1338131
139.770372,349.4426995
135.394504,348.7568874
136.0564,348.0743287
137.086016,347.398164
134.695836,346.7223845
136.0564,346.0451531
130.467056,345.3824553
128.003332,344.7306503
117.6704,344.0750257
117.6704,343.4302938
124.436448,342.801782
121.274056,342.1732105
119.251596,341.5386604
116.714328,954.8009326
95.6072,1359.346288
115.316992,744.8463189
91.93,350.729589
114.9125,609.0131045
132.3792,754.1664711
112.191372,494.6998376
108.881892,336.7288482
121.3476,336.1447914
123.1862,335.5560291
120.61216,334.9899998
106.123992,334.4351552
120.61216,360.4217286
113.9932,359.8656724
140.064548,332.7722264
150.7652,332.2191576
150.94906,335.388061
143.4108,337.4109322
136.497664,333.1501606
136.0564,330.0449535
153.486328,347.2541703
147.529264,433.0367422
143.888836,478.2237621
138.8143,465.6064581
138.63044,449.2512618
99.762436,374.6176972
113.9932,326.5634964
97.850292,325.994003
91.93,325.4408766
96.011692,324.9402854
92.628668,324.4563591
113.9932,323.9752454
134.2178,344.0701136
131.790848,359.2586481
136.0564,338.2011374
136.0564,322.2086327
143.4108,321.7472904
100.93914,321.1372471
136.0564,320.6743357
95.533656,320.2040532
134.2178,319.7350757
91.93,319.2871091
106.6388,318.8494453
138.63044,325.5548873
138.63044,334.9212425
134.2178,3202.662636
86.818692,4149.596961
89.613364,2154.823959
142.160552,3441.373056
136.0564,3285.575208
373.97124,2243.192973
180.1828,1908.371895
150.7652,705.7396316
136.0564,314.097881
198.5688,313.6915012
210.593244,346.5030034
192.060156,376.6049325
169.1512,347.2128814
174.336052,316.2986656
138.63044,311.658065
86.708376,311.2463858
85.458128,310.8477624
82.038332,310.4668071
80.567452,312.0570438
78.214044,318.3911799
76.85348,338.9017514
66.1896,345.512835
62.5124,322.2460443
51.4808,308.1298429
47.8036,307.7630954
45.965,307.3980919
45.965,307.0309015
45.965,306.6659576
45.965,306.2906572
44.1264,305.9160362
56.224388,314.8764546
33.0948,324.8619702
33.0948,424.3933466
34.9334,469.0270633
34.9334,365.8232348
33.0948,1015.514054
33.0948,1240.731495
29.4176,534.9907393
22.0632,302.6873159
22.0632,618.596501
29.4176,837.1246904
33.0948,533.2330946
29.4176,597.1848816
29.4176,650.8669534
29.4176,426.495687
51.4808,1402.429754
117.6704,1735.885425
115.500852,1045.462666
110.316,2902.050832
147.088,3476.432634
646.598848,2549.222366
551.58,6626.644883
708.817072,6924.094662
1628.778968,1939.03938
1103.16,1123.406817
1287.02,2015.059911
956.072,1429.209729
726.247,658.4390528
1360.564,773.9854266
1103.16,762.4575635
735.44,1085.648968
1022.2616,6335.146904
2414.44952,12661.93817
2022.46,9812.900556
1805.541972,3264.679542
2120.714784,911.8053737
1250.248,6307.185132
1027.446452,8693.338978
33579.51313,3462.46596
2206.32,4050.210408
1838.6,7066.921997
1655.84316,8952.01453
1918.39524,7177.86169
10139.69514,5682.073898
3341.618728,5873.047343
7064.930816,6709.762043
8228.691072,18358.39004
45597.28,42454.02502
14149.2037,38021.96095
8825.28,10037.62418
7003.815752,1025.372179
5331.94,4301.921672
23681.86667,14555.66619
14309.67671,16165.34307
13605.64,7892.192007
29785.32,14608.05502
55158,32734.05148
25740.4,39018.94435
45339.876,45726.6948
106472.7591,61703.28348
66189.6,54236.87132
36404.28,29458.5574
17141.34134,13531.66286
14698.50384,6001.495294
13427.66352,14000.59835
32558.88487,19883.37422
18794.79432,13967.86634
18158.08714,13149.31625
47803.6,19667.26852
23568.20442,24564.22947
18583.17146,18211.26792
15320.17127,15176.5267
23345.18224,15461.507
13212.95181,10747.64692
17183.2982,9734.76295
12134.76,7604.062488
10070.0122,3389.422299
8457.56,2586.904336
8221.814708,3813.14183
5883.52,4845.083582
7069.23314,5330.017104
7770.10746,11952.32269
7905.98,13802.92772
5798.135416,5762.72898
6233.111404,3118.318449
4487.1033,3209.667166
4596.5,4342.468002
8825.28,5109.512962
6510.11488,6679.026128
7538.26,7340.333511
53540.032,5192.730031
22066.50948,12120.81782
23534.08,19120.41232
13907.90584,15037.27717
14424.0744,9730.594615
10995.52667,7960.594498
12502.48,8399.366605
9478.240404,8948.538533
15489.06507,14232.14703
10614.67906,23209.45657
18025.377,19871.50478
39971.164,22676.9722
22056.5075,27907.9381
13237.92,15877.21545
14884.93788,11405.10848
10680.72158,10892.88612
9844.59984,4771.254961
8778.469244,2453.043762
8046.412268,2283.483589
7115.712948,7456.372114
12870.2,15513.54726
10187.31488,12680.97177
9060.584028,4914.864613
6070.101128,2613.827798
5698.262664,3183.076368
4566.677908,3430.714478
9488.27916,2547.028814
5883.52,2146.313965
3609.796924,3317.747445
3787.516,3799.741307
4964.22,2575.756338
2958.3074,2027.51117
3677.2,1931.529438
2786.177668,1895.261547
2941.76,1839.682306
2662.403116,1789.743722
2535.024908,1751.505084
2499.907648,1714.047239
1489.339544,1677.13305
1425.135632,1640.619851
1306.50916,1604.867676
1581.196,1641.187658
1178.285196,1675.00259
1128.9004,1589.06818
1094.003772,1965.626614
963.536716,2260.118733
918.491016,1796.405035
1103.16,1489.516707
1360.564,1825.257339
855.757984,4824.204481
1397.336,11323.69002
12172.85579,14091.76473
8445.97682,9761.849089
8731.180452,5247.29017
7205.546944,3202.644402
6435.1,4520.279138
7266.110428,4967.082943
7107.255388,2721.382446
5148.08,5198.537389
6986.68,6160.274236
9360.533232,2714.197004
5148.08,1306.245816
4228.78,1254.427051
2807.652516,1243.573252
2542.305764,1219.679075
2757.9,1197.488674
2320.86478,1180.034653
2247.614956,1162.699143
1871.290308,1145.550571
1544.424,1128.640679
1486.32424,1111.966859
1388.253316,1095.612461
1321.990172,1079.792245
1213.476,1064.478275
1139.932,1049.498048
780.85342,1034.760288
1103.16,1020.203551
1029.616,1005.911063
992.844,992.1938402
900.693368,979.1366518
869.804888,966.6499936
823.582484,954.7469454
805.564204,943.2905329
772.212,932.0675287
736.616704,921.0358452
656.527288,910.2532577
735.44,899.7590131
639.759256,889.57762
698.668,879.787215
680.282,870.4230189
680.282,861.3629725
582.689112,852.4689119
563.567672,843.7310089
643.51,835.1789824
522.971384,826.7932952
625.124,818.5304378
625.124,1436.294054
606.738,1671.75759
587.80042,1086.102407
575.29794,835.1055197
571.216248,779.5419663
479.359792,772.0250955
463.842008,764.6571643
478.036,757.376131
459.65,750.2152659
450.420228,743.2057636
452.2956,736.3864599
452.2956,729.7423742
453.619392,723.1958429
441.264,716.7400589
446.191448,710.4719866
441.264,704.4760949
435.93206,698.6666715
420.524592,692.9170948
415.045564,687.2041611
391.98952,681.5165029
391.43794,675.8904095
386.106,670.3469535
367.72,664.8452889
349.481088,659.4027024
349.334,654.0300846
349.334,648.7132894
333.852988,643.4637399
341.9796,638.2776481
326.057324,633.190948
330.948,628.2492168
330.948,623.429074
316.717236,618.695122
308.737712,614.0428003
296.124916,609.4735887
288.807288,604.9893821
285.16686,600.622978
294.176,596.416873
277.518284,592.3322988
275.79,588.2948452
275.79,584.2781085
275.79,580.251784
275.79,576.2183546
275.79,572.1773475
257.404,568.169136
306.67848,564.2448648
300.905276,560.3992047
292.88898,556.6502112
288.329252,552.9788833
282.77668,549.3610699
277.738916,545.7928599
257.404,542.2446002
263.28752,538.7029707
257.58786,535.1763774
239.018,531.748995
325.910236,528.3508566
239.018,524.8790767
239.018,521.4428156
220.632,518.0645679
245.342784,514.692001
241.886216,511.336661
233.31834,508.0378528
224.897552,504.7564483
219.749472,501.4731489
223.720848,498.2379156
220.632,518.3848164
217.50638,538.5757592
216.40322,1079.985224
211.549316,1522.974569
202.246,1016.974771
208.019204,550.228051
202.246,483.3712584
183.86,475.8431115
266.707316,473.0495999
256.742104,470.2811572
220.632,467.5870333
254.241608,464.9768518
247.218156,462.421011
224.897552,459.8652
165.474,457.2589532
211.475772,454.6067419
208.86496,451.9720516
198.605572,475.5786239
216.734168,1504.300758
205.812884,1843.724201
202.246,879.3642597
220.632,618.4311667
250.270232,700.3921126
257.404,1467.21549
257.404,1612.899371
279.28334,732.4208084
274.650068,429.0309877
262.73594,426.7889142
239.018,424.5730358
240.525652,422.404127
229.310192,420.2871656
210.446156,418.2013391
206.989588,416.1492258
202.687264,414.1376308
202.246,527.2880537
202.246,581.2353818
227.9864,762.6520227
220.632,857.7079838
218.352136,557.6645329
211.402228,403.2795109
208.607556,401.4999336
180.771152,399.7670042
202.246,398.0610089
167.717092,396.3791965
164.444384,394.7014958
165.474,393.035103
159.847884,391.4274008
155.986824,391.7927877
202.246,572.2128663
220.632,686.8740845
146.315788,503.6075738
147.088,384.2601439
136.0564,382.8903807
136.0564,388.6809801
178.123568,543.6715763
168.930568,585.9144012
147.088,428.4183701
147.088,376.581107
136.0564,375.4048555
111.676564,374.2801044
103.035144,373.1738516
99.578576,372.1079421
96.048464,371.0787313
121.3476,370.056242
110.316,369.0424825
90.790068,368.06072
106.6388,371.8155135
87.51736,1075.444901
106.6388,1903.394943
84.94332,1429.146744
91.93,647.7857485
80.971944,415.7415431
78.50822,361.7598522
76.007724,390.7955739
65.233528,410.1491033
62.402084,379.187028
63.211068,357.9262092
62.5124,357.0203645
82.810544,429.6797735
81.376436,461.8928064
76.522532,476.0821747
91.93,468.3973954
91.93,378.843957
88.2528,351.6223521
88.2528,350.7852626
63.174296,349.9731247
61.666644,349.1889577
62.5124,348.4308349
62.5124,347.7020455
55.746352,347.0021129
55.010912,346.3083973
55.158,345.6054753
48.869988,344.8962508
51.4808,344.1945722
44.1264,343.5203301
44.604436,342.8620438
36.441052,342.1969784
36.772,341.5292772
36.772,340.8547114
36.772,340.1835778
33.536064,339.5433747
32.35936,338.908322
31.07234,338.2559231
30.042724,337.5692231
28.792476,528.0107174
25.7404,656.8472151
25.7404,465.057328
27.873176,334.8916747
25.115276,334.2420884
22.0632,333.6033055
22.0632,332.949546
18.386,332.3170675
14.7088,331.7179765
23.276676,331.1214597
14.7088,330.5263035
22.945728,387.2151423
14.7088,426.6099639
14.7088,369.7212831
14.7088,329.1813153
14.7088,327.656608
22.173516,327.0991594
11.0316,326.5540238
21.401304,326.0148392
20.812952,325.485421
18.900808,324.9509418
12.8702,399.1561326
12.8702,452.1713335
16.768032,492.0836177
19.3053,515.5165392
18.974352,401.7986965
12.8702,649.9056715
18.680176,873.6440443
19.011124,550.3540211
18.386,323.6150388
17.760876,417.587923
16.841576,490.4039645
15.738416,495.900419
14.7088,722.3225851
14.7088,936.551912
14.7088,1373.774215
14.7088,1413.285685
16.106136,674.9100672
17.760876,714.8601763
18.386,839.9367896
29.4176,608.3640207
22.688324,498.157054
70.822872,1118.760059
77.2212,1396.732625
78.87594,1763.715772
70.160976,2073.376589
47.362336,3364.560977
52.841364,4707.82966
44.898612,2917.758344
2530.09746,1655.936664
2941.76,1581.626784
739.66878,6003.540153
16808.4812,8835.576724
3794.8704,5546.447617
1761.01108,3166.452979
1062.7108,1721.921355
1103.16,857.5538362
919.3,520.4957416
592.39692,573.8468489
554.15404,1114.051857
548.63824,1114.279762
497.89288,597.1629788
445.30892,396.4132037
423.24572,350.4130091
422.878,344.7499173
414.42044,354.3760844
149.956216,345.2065838
145.286172,1613.670931
134.732608,2029.291536
110.573404,747.8297907
364.0428,1555.798798
264.7584,2591.064389
190.037696,7423.21911
3456.20028,9615.341666
2508.21812,3896.402956
1010.12684,870.176823
1050.94376,1224.232067
2265.596464,3340.024274
2941.76,7175.119745
2625.5208,6346.193324
2150.05884,1883.268582
2299.35316,393.8413197
945.40812,331.0856768
893.92732,331.2195762
610.78292,331.3205946
430.2324,331.2601857
469.57844,332.99936
349.334,334.2836137
362.314516,339.5209992
276.047404,835.5568292
378.126476,2488.309576
6714.5672,2710.913061
3677.2,1388.884198
2369.58768,936.6970597
2234.63444,3742.320363
9005.4628,6142.579883
4475.1524,5023.087924
2360.7624,3121.665874
6817.5288,8938.148481
9560.72,11115.384
2713.03816,3313.251889
2209.26176,2216.432664
2322.1518,5901.815129
3677.2,10830.43402
13701.2472,18963.72796
44714.752,36045.47048
62291.768,40764.97445
14708.8,23191.21116
10844.0628,10703.6914
32359.36,14941.59107
14341.08,26964.48664
17455.6684,24067.40665
10535.178,12187.32841
9928.44,6891.938058
9781.352,3306.21089
7126.4136,1706.515156
7030.8064,1549.356155
4750.9424,2803.857201
5883.52,7106.580856
10296.16,14603.89709
11031.6,14125.1493
9865.9276,7413.276091
9968.8892,5528.580418
9843.8644,3509.202047
6618.96,2365.002445
6530.7072,6439.425395
17279.1628,23870.76633
53319.4,54173.402
71337.68,59690.5481
28682.16,34571.8324
15444.24,16183.43142
34859.856,14838.19909
17584.3704,12930.35308
14558.0348,5066.35016
9928.44,1471.321908
8589.9392,979.0827242
7541.9372,937.9708357
5188.5292,923.3067755
4699.4616,907.2661152
4331.7416,890.7710668
3997.1164,874.0775945
5148.08,857.459597
3732.358,841.2640205
3142.90284,843.2237001
2714.87676,865.1520413
2539.84204,1452.378401
2560.06664,1709.266699
2438.35132,1083.877354
3677.2,766.0683336
1900.74468,749.2088179
1709.898,737.4050421
3309.48,726.5584049
1661.35896,716.4785904
1571.63528,706.7833741
1475.29264,697.3829502
2941.76,688.3024808
1395.86512,725.282734
1026.67424,756.2775731
907.90068,706.3194557
879.21852,692.5399591
848.33004,944.1678745
804.57136,1075.399556
698.668,839.8868882
680.282,759.5046964
661.896,866.5913304
721.09892,4126.311676
1491.84004,7348.318333
1445.1396,6164.905257
1312.39268,3389.771547
2022.46,1206.573346
1356.8868,604.7774615
994.6826,601.635522
939.89232,598.023153
1470.88,594.1453509
1470.88,590.1241748
952.3948,586.0292997
1287.02,581.8903252
1103.16,577.7789937
642.40684,573.708095
551.58,569.6511639
919.3,565.6333626
529.5168,561.6922795
518.11748,557.8653263
478.036,554.1660574
478.036,550.5325563
502.67324,546.9334457
492.00936,543.406616
450.457,539.9311079
430.2324,536.5024245
459.65,533.1670328
441.264,529.9020847
427.29064,534.2271721
422.878,536.2828666
422.878,525.6612912
422.878,517.4302243
423.24572,514.440595
415.5236,511.4694958
411.8464,508.5364001
407.80148,505.6605451
386.106,502.8156523
386.106,500.0245064
388.31232,497.2967607
368.82316,494.5969858
356.6884,491.9257121
367.72,489.308515
332.565968,486.7560787
323.336196,484.2567099
314.290284,481.7959962
338.3024,479.3628978
299.103448,476.9778973
272.701152,474.6481254
330.948,472.3651464
263.28752,470.1385838
249.939284,467.9590802
247.990368,465.8188534
242.584884,463.7100893
257.404,461.6308633
230.523668,459.5758798
257.404,457.5529193
268.509144,455.5526917
235.3408,453.5802543
235.3408,451.6283013
250.23346,449.6786247
227.9864,447.7713632
227.9864,445.9018113
227.9864,444.0489799
235.598204,442.2301278
220.632,440.4460815
233.906692,438.6799732
222.985408,436.9371879
216.991572,435.2205957
210.482928,433.5147791
209.6004,431.8261876
200.554488,430.1727274
202.246,428.5544603
202.246,563.2287078
202.246,647.2970869
202.246,509.4689722
202.246,422.2795195
191.2144,420.7688712
198.715888,419.2849483
191.2144,417.8158848
221.661616,428.5155689
243.026148,435.3519526
238.797368,421.8324725
248.94644,412.2369399
235.3408,410.9064535
223.904708,409.5543027
199.67196,408.217333
195.25932,406.9250885
189.92738,405.6300593
209.6004,404.3445622
209.6004,403.0832759
198.5688,401.8215447
184.926388,400.5750285
198.5688,399.3577245
180.881468,398.1307135
177.535216,396.9303982
174.409596,395.7644179
170.879484,394.5897038
198.5688,393.4388191
136.534436,392.3058984
134.76938,391.1682127
183.86,390.0519569
133.372044,388.9512676
130.319968,387.8573874
126.458908,386.7679464
176.5056,385.6857574
132.085024,384.6275726
127.819472,383.5787095
165.474,492.7317243
165.474,557.284378
146.72028,446.0941372
127.96656,379.5222531
165.474,434.8540846
129.584528,1711.046244
198.421712,2269.295285
238.245788,1785.557273
264.721628,1503.940137
240.783056,708.9279807
235.3408,373.1584023
220.632,510.1423245
205.592252,1920.211068
275.79,2833.155842
330.948,1926.075366
284.468192,1230.480191
209.6004,796.4681377
297.926744,442.4400661
312.562,370.2150653
225.78008,365.5217189
257.404,549.5826399
257.404,632.3170983
220.632,448.0194242
185.441196,363.7760038
136.902156,361.734398
165.474,360.9798862
168.268672,360.2155205
163.892804,359.4701556
139.7336,358.7257977
160.8775,357.9946089
155.324928,357.2667372
151.831588,356.5302807
128.702,355.8076766
143.631432,355.0889219
120.391528,354.3762611
116.125976,353.6599913
112.264916,352.9429826
107.19038,352.2361535
110.316,351.5511974
106.6388,350.8693201
90.054628,434.2885876
106.6388,440.2097435
106.6388,559.4376865
110.830808,625.0500941
110.316,421.5591956
92.66544,348.0163749
106.6388,346.1663561
93.253792,948.857727
91.93,1337.890625
87.921852,1868.364483
86.708376,2157.620369
85.531672,1191.166318
83.47244,511.064123
84.5756,341.9320459
80.71454,341.3716099
78.839168,466.4657165
75.860636,546.7376855
84.428512,1275.591353
73.544,1505.219595
81.376436,696.1267547
84.5756,416.3556127
83.693072,369.3702511
143.484344,337.0758838
156.207456,336.4852266
81.8177,335.9609291
100.01984,335.4483526
102.005528,334.907124
91.93,334.3539678
96.71036,340.8552735
94.724672,342.855799
91.93,335.3102185
86.4142,332.266308
86.4142,331.7454726
80.8984,331.2163207
77.2212,330.7581148
73.544,332.8930144
66.1896,334.3652162
65.2703,331.211349
63.468472,328.665098
55.158,328.1869438
58.65134,327.6987252
44.1264,327.2031076
51.223396,326.7145335
49.715744,326.2281223
48.53904,325.7357305
47.399108,325.2414458
39.125408,324.762372
29.4176,324.2917955
25.7404,363.8809869
16.620944,494.9074678
17.062208,1405.637104
17.613788,1595.17968
15.922276,726.8607769
15.517784,456.962411
15.186836,373.1354031
18.386,320.6449446
13.863044,320.1863832
11.289004,319.7422958
10.48002,319.3085391
14.7088,318.8629719
14.7088,318.4211926
14.7088,317.9821663
14.7088,317.549208
10.332932,317.1285628
10.075528,316.7164407
11.0316,316.2955868
11.0316,318.8226881
11.0316,318.397959
9.413632,315.0137902
11.0316,314.6014913
8.862052,314.1883026
8.420788,313.7621513
7.942752,313.3520731
7.648576,312.9683648
7.391172,312.5813433
7.207312,312.1731282
7.3544,311.7598819
6.288012,311.4190614
7.3544,311.066343
5.5158,310.6182593
3.6772,310.1973478
3.6772,309.8181682
3.6772,309.4333953
11.0316,309.0528551
6.545416,308.6724023
4.78036,308.2867712
4.41264,307.9007548
3.6772,307.5090855
1.65474,365.9732072
1.47088,454.6303608
1.47088,433.4730453
1.28702,344.1011314
1.176704,305.7029298
0.992844,308.7978381
0.9193,310.9939172
0.882528,590.9498989
0.772212,1372.644167
0.73544,3722.441694
40.412428,3666.828826
37.6913,1730.09737
6.545416,1984.232351
10.443248,2439.425164
1937.001872,2157.159114
316.643692,2439.397217
99.2844,2342.996506
243.026148,997.6557255
12715.7576,9923.319326
11925.1596,14113.47304
6878.57032,7015.566509
39118.95372,13860.50492
8656.1288,16803.26051
4780.36,12480.76755
5365.0348,9678.58844
20209.8912,4802.495233
7891.2712,3670.239454
5162.7888,3059.939958
7144.7996,5056.312434
6688.8268,6980.056084
7354.4,4647.838187
2315.90056,2041.766232
53472.31443,26119.71139
20070.1576,40192.16296
6372.5876,24567.74142
12506.1572,17283.2945
7188.926,10797.03996
5515.8,4334.691562
2937.71508,5083.104027
10167.458,9967.557105
12568.6696,11406.73756
7052.8696,7962.792798
2982.2092,3863.469694
2813.79344,1800.185046
8273.7,3300.234241
6935.1992,9954.864573
8990.38628,13449.28777
13293.078,10016.41595
11832.12644,6872.782277
19422.9704,9117.248676
19011.49172,20673.57374
44955.6086,29528.79875
18794.1692,20021.93043
9527.6252,6209.993562
7225.698,1482.131312
4346.4504,837.1840644
2510.05672,2205.252449
4055.9516,11496.4889
5515.8,15684.05412
10130.686,13323.44305
7409.558,10087.40745
7711.0884,4660.082734
7347.0456,3314.206119
5548.8948,1930.11134
11630.9836,3753.149186
8273.7,4762.085758
41379.28491,25515.06096
22144.0984,38078.8799
12322.2972,23317.39024
13245.2744,17170.99663
11950.9,15332.44863
27590.0316,10936.37946
11031.6,4419.880098
7779.1166,1624.652002
7779.48432,2050.884765
7964.8152,1934.952617
5887.1972,3841.463755
6085.766,8428.977807
13179.0848,13177.75207
16547.4,12982.34885
9626.9096,6855.717278
6795.4656,3448.607022
5721.7232,3053.82858
7115.382,3586.552588
106927.6181,17121.40659
37617.756,22952.27373
15628.1,12567.72012
15157.4184,10887.26015
20882.8188,28405.55285
85987.6448,44759.54221
35690.9032,31664.86984
17591.7248,12485.62445
15414.8224,5290.377175
85531.672,15557.1211
75603.232,37906.09625
59828.044,47877.14719
28208.53664,34514.96271
21496.9112,13870.23388
18246.2664,4967.721315
13326.1728,6690.311239
13789.5,16199.6009
65196.756,26538.14949
15411.1452,20580.07082
12439.9676,9466.623649
11406.6744,10327.21229
11649.3696,9385.43249
12167.8548,5368.140188
12870.2,4688.345685
12200.9496,5539.311912
12693.6944,7124.285636
12042.83,10931.05658
18989.0608,15057.77505
9733.5484,12358.0692
16481.2104,14099.80779
9193,15683.56919
20184.1508,15086.44858
18286.7156,14197.49518
14797.0528,8503.564593
10112.3,6089.193738
6835.9148,4487.370984
6207.1136,3700.779323
5515.8,3707.598672
5273.1048,3747.338531
5056.15,6330.44249
4923.7708,8387.125853
4875.9672,6493.453706
5085.5676,4497.74161
4905.3848,3460.66025
5515.8,3114.028414
4339.096,3049.838533
3545.18852,2983.139479
3476.42488,2916.374341
3429.35672,2851.179798
3345.14884,2788.793265
3107.234,2729.776183
2941.76,2704.173719
3380.08224,2669.398517
2831.444,2585.611742
2588.38108,2513.463576
2554.55084,3060.845187
2386.87052,5709.252856
4596.5,6416.757169
4044.92,3682.93862
2701.63884,2296.970535
2504.1732,2257.930623
2574.04,2242.729593
2206.32,2220.839911
2132.40828,2185.229794
2292.36648,2808.038567
2390.18,3154.053583
2492.03844,2449.658697
2606.76708,2014.916402
2340.5378,1982.152918
2248.97552,1950.107351
2233.53128,1918.993172
2022.46,1888.809434
1838.6,1859.370854
1776.82304,1830.305563
1454.3326,1801.635109
1429.69536,1773.688264
1323.792,1746.531211
1287.02,1720.114343
1250.248,1694.476847
1250.248,1669.602506
1264.22136,1645.438514
1202.07668,1621.888029
1162.73064,1598.735577
